Time,Size,Protocol,Source,Destination,Attack
1.0802,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.08153,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.08259,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.08402,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.08525,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.08658,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.08791,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.08914,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.09038,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.09185,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.09298,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.09429,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.09575,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.09687,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.09797,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.09903,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.10025,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.10208,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.10334,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.10449,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.10631,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.10808,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.10913,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.11071,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.11175,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.11289,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.11397,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.11535,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.11652,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.11811,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.11973,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.1214,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.12277,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.12447,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.12557,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.1267,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.12804,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.12924,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.1304,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.13157,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.13295,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.13406,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.1352,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.13645,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.13812,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.13925,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.14036,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.14176,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.14369,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.14471,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.14589,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.147,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.14852,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.14962,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.15089,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.15195,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.15383,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.1549,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.15627,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.15752,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.15858,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.15972,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.16085,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.16192,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.16306,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.16427,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.16598,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.16708,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.16853,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.16988,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.17134,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.17276,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.17404,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.17517,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.17649,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.17761,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.17883,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.18021,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.18126,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.18229,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.18365,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.18494,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.1863,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.18765,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.1888,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.18996,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.1918,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.19356,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.19533,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.19636,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.19758,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.19862,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.19993,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.20145,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.20261,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.20375,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.2056,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.20694,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.20835,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.20978,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.21091,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.21215,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.21391,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.21509,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.21628,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.21808,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.21939,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.22096,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.22227,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.22339,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.22459,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.22612,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.22722,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.22866,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.23012,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.23156,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.2327,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.23372,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.23556,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.23722,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.23826,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.23997,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.24126,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.24234,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.24369,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.24483,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.24639,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.24767,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.249,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.25022,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.25168,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.25323,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.25455,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.25601,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.25722,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.25831,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.25962,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.26113,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.26311,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.26435,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.26591,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.26751,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.2687,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.27002,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.27129,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.27272,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.27454,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.27592,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.27737,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.27857,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.27959,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.28118,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.28236,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.28375,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.28521,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.28655,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.28787,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.28909,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.29089,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.29199,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.29304,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.2946,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.29625,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.29737,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.29866,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.29968,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.30069,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.30196,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.30322,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.30448,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.30618,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.30773,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.30875,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.31017,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.31186,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.31336,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.3146,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.31569,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.31685,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.31833,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.3198,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.32108,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.32247,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.32373,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.32508,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.3269,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.32805,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.32922,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.33031,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.33154,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.33307,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.33422,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.33527,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.33639,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.33822,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.33951,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.34073,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.3421,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.3434,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.34499,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.34604,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.34789,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.34942,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.35065,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.35189,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.35309,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.35417,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.35574,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.35742,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.35911,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.36033,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.36145,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.36256,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.36369,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.36519,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.36643,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.36769,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.36881,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.36986,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.37124,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.37301,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.37442,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.37623,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.37818,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.37953,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.38107,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.38276,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.38406,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.38522,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.38664,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.388,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.38911,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.39044,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.39148,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.39251,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.39401,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.39507,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.39661,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.39783,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.39924,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.40027,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.40142,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.40269,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.4038,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.40518,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.40621,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.40772,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.40881,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.41021,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.41185,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.41337,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.41507,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.4163,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.41752,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.41877,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.42009,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.4213,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.42275,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.42436,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.4255,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.42654,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.42808,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.42971,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.43081,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.43207,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.43351,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.43461,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.43579,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.43685,192,UDP,02-06-0a:02:00:01:02:c0,SERVER,DATAMINING
1.43812,192,UDP,02-06-0a:02:00:01:02:c0,SERVER,DATAMINING
1.43923,192,UDP,02-06-0a:02:00:01:02:c0,SERVER,DATAMINING
1.44055,192,UDP,02-06-0a:02:00:01:02:c0,SERVER,DATAMINING
1.44162,192,UDP,02-06-0a:02:00:01:02:c0,SERVER,DATAMINING
1.44269,192,UDP,02-06-0a:02:00:01:02:c0,SERVER,DATAMINING
1.44439,192,UDP,02-06-0a:02:00:01:02:c0,SERVER,DATAMINING
1.44563,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.44759,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.44861,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.44992,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.45128,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.45276,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.45451,128,UDP,02-06-0a:02:00:01:01:c0,SERVER,DATAMINING
1.45566,192,UDP,02-06-0a:02:00:01:02:c0,SERVER,DATAMINING
1.45682,192,UDP,02-06-0a:02:00:01:02:c0,SERVER,DATAMINING
1.4584,192,UDP,02-06-0a:02:00:01:02:c0,SERVER,DATAMINING
1.46032,192,UDP,02-06-0a:02:00:01:02:c0,SERVER,DATAMINING
1.46153,192,UDP,02-06-0a:02:00:01:02:c0,SERVER,DATAMINING
1.46277,192,UDP,02-06-0a:02:00:01:02:c0,SERVER,DATAMINING
